 20 , 20 
 71.639 , 145.6568 
 73.09975 , 149.403 
 75.13582 , 153.2497 
 77.82056 , 157.1095 
 81.21015 , 160.8677 
 85.33118 , 164.3848 
 90.16779 , 167.5027 
 95.65132 , 170.0583 
 101.656 , 171.902 
 108.0038 , 172.9168 
 114.4794 , 173.0372 
 120.8536 , 172.2592 
 126.9094 , 170.6414 
 132.466 , 168.2941 
 137.3937 , 165.3629 
 141.6196 , 162.0078 
 145.1235 , 158.3858 
 147.9277 , 154.637 
 150.085 , 150.8776 
 151.6658 , 147.197 
 68.41886 , 145.1437 
 69.74459 , 149.1766 
 71.71049 , 153.3693 
 74.41592 , 157.6298 
 77.94383 , 161.8304 
 82.34409 , 165.8082 
 87.61477 , 169.3727 
 93.68578 , 172.3209 
 100.41 , 174.4613 
 107.5677 , 175.6423 
 114.8864 , 175.7778 
 122.0736 , 174.863 
 128.855 , 172.9748 
 135.0073 , 170.2572 
 140.3787 , 166.8964 
 144.8939 , 163.0922 
 148.5459 , 159.0345 
 151.38 , 154.8874 
 153.475 , 150.7807 
 154.9274 , 146.8097 
 65.06467 , 144.1094 
 66.20605 , 148.3947 
 68.05125 , 152.9088 
 70.7315 , 157.5585 
 74.36448 , 162.2057 
 79.03262 , 166.6647 
 84.75666 , 170.7086 
 91.47018 , 174.0877 
 99.0034 , 176.5595 
 107.0856 , 177.9282 
 115.3712 , 178.0811 
 123.4859 , 177.0122 
 131.082 , 174.8224 
 137.8844 , 171.6983 
 143.7179 , 167.876 
 148.51 , 163.6023 
 152.2757 , 159.1038 
 155.092 , 154.5682 
 157.0725 , 150.1371 
 158.3452 , 145.9081 
 61.64058 , 142.4523 
 62.54663 , 146.9284 
 64.21543 , 151.7086 
 66.81553 , 156.7036 
 70.50811 , 161.7689 
 75.41927 , 166.699 
 81.60384 , 171.23 
 89.00713 , 175.0599 
 97.43703 , 177.8862 
 106.5618 , 179.4586 
 115.9434 , 179.6314 
 125.1031 , 178.3968 
 133.6004 , 175.8858 
 141.0986 , 172.3375 
 147.3992 , 168.0467 
 152.4409 , 163.3129 
 156.2718 , 158.4005 
 159.0125 , 153.5186 
 160.8197 , 148.8163 
 161.8588 , 144.3888 
 58.23685 , 140.0756 
 58.86065 , 144.648 
 60.29733 , 149.5998 
 62.75736 , 154.8508 
 66.45364 , 160.2577 
 71.5681 , 165.6008 
 78.20357 , 170.5825 
 86.32834 , 174.8469 
 95.7308 , 178.0254 
 106.0083 , 179.8048 
 116.6088 , 180 
 126.9224 , 178.6009 
 136.3942 , 175.7745 
 144.6163 , 171.8197 
 151.3704 , 167.097 
 156.6173 , 161.9601 
 160.453 , 156.7084 
 163.0535 , 151.5668 
 164.6272 , 146.6857 
 165.3816 , 142.152 
 54.97097 , 136.8993 
 55.27744 , 141.4382 
 56.43476 , 146.4215 
 58.69759 , 151.7846 
 62.337 , 157.3929 
 67.602 , 163.0223 
 74.6582 , 168.3508 
 83.51083 , 172.9745 
 93.93481 , 176.4589 
 105.4486 , 178.4252 
 117.3642 , 178.645 
 128.9128 , 177.1057 
 139.4037 , 174.0125 
 148.3504 , 169.7276 
 155.5209 , 164.6763 
 160.9133 , 159.2609 
 164.6863 , 153.8077 
 167.0829 , 148.5482 
 168.3699 , 143.6259 
 168.799 , 139.114 
 51.98445 , 132.8766 
 51.95977 , 137.2192 
 52.80993 , 142.0492 
 54.83294 , 147.3211 
 58.36071 , 152.9174 
 63.71687 , 158.6223 
 71.14245 , 164.105 
 80.69389 , 168.9294 
 92.14153 , 172.6086 
 104.9213 , 174.7056 
 118.1916 , 174.9516 
 131.0013 , 173.3309 
 142.5067 , 170.0835 
 152.14 , 165.6267 
 159.6661 , 160.4377 
 165.1348 , 154.9525 
 168.7809 , 149.5086 
 170.9225 , 144.332 
 171.8874 , 139.5515 
 171.971 , 135.2231 
 49.43389 , 128.0109 
 49.09443 , 131.9719 
 49.64071 , 136.4287 
 51.40968 , 141.3557 
 54.79105 , 146.6583 
 60.18382 , 152.1424 
 67.91024 , 157.4897 
 78.08804 , 162.2601 
 90.49281 , 165.9436 
 104.4811 , 168.0693 
 119.0512 , 168.3418 
 133.0595 , 166.7418 
 145.5041 , 163.5299 
 155.7404 , 159.1541 
 163.5411 , 154.1145 
 169.0196 , 148.8531 
 172.4929 , 143.698 
 174.3555 , 138.8564 
 174.9932 , 134.4366 
 174.7405 , 130.4764 
 47.4756 , 122.3698 
 46.8736 , 125.76 
 47.1591 , 129.6114 
 48.69991 , 133.9148 
 51.93427 , 138.6009 
 57.32751 , 143.5082 
 65.27737 , 148.3551 
 75.96304 , 152.735 
 89.17223 , 156.1604 
 104.1935 , 158.1695 
 119.8787 , 158.4668 
 134.9046 , 157.029 
 148.126 , 154.1113 
 158.8345 , 150.1492 
 166.8194 , 145.6207 
 172.2587 , 140.9368 
 175.5472 , 136.3919 
 177.1466 , 132.1636 
 177.4917 , 128.3372 
 176.9481 , 124.9354 
 46.24553 , 116.0918 
 45.46849 , 118.7432 
 45.57719 , 121.7773 
 46.95982 , 125.1956 
 50.0877 , 128.952 
 55.47318 , 132.9252 
 63.56938 , 136.892 
 74.60286 , 140.5188 
 88.3735 , 143.3947 
 104.1218 , 145.1216 
 120.5908 , 145.4391 
 136.3239 , 144.3206 
 150.0709 , 141.9811 
 161.0812 , 138.7897 
 169.162 , 135.1485 
 174.5431 , 131.3979 
 177.6774 , 127.7766 
 179.0751 , 124.4244 
 179.2046 , 121.4051 
 178.4517 , 118.7321 
 45.83812 , 109.3803 
 45 , 111.1718 
 45.0477 , 113.2337 
 46.37755 , 115.5713 
 49.47437 , 118.1584 
 54.86974 , 120.9175 
 63.03974 , 123.6991 
 74.23042 , 126.2744 
 88.24612 , 128.3553 
 104.3055 , 129.657 
 121.1037 , 129.9873 
 137.1263 , 129.3175 
 151.0788 , 127.7907 
 162.1953 , 125.6614 
 170.2937 , 123.2092 
 175.6283 , 120.6715 
 178.6783 , 118.2152 
 179.9746 , 115.9378 
 180 , 113.8844 
 179.1482 , 112.0648 
 46.28969 , 102.4841 
 45.51514 , 103.3619 
 45.63052 , 104.3813 
 47.02763 , 105.5483 
 50.18318 , 106.8544 
 55.61666 , 108.2664 
 63.78876 , 109.7155 
 74.93085 , 111.0919 
 88.84013 , 112.2536 
 104.743 , 113.0543 
 121.3586 , 113.3879 
 137.2047 , 113.2251 
 151.0141 , 112.622 
 162.0338 , 111.694 
 170.0801 , 110.5752 
 175.3976 , 109.3841 
 178.4532 , 108.2075 
 179.768 , 107.0992 
 179.8173 , 106.0866 
 178.9905 , 105.1792 
 47.57148 , 95.66819 
 46.9768 , 95.6524 
 47.27829 , 95.65446 
 48.85062 , 95.68207 
 52.14192 , 95.74452 
 57.6302 , 95.85173 
 65.72614 , 96.01247 
 76.61641 , 96.231 
 90.08263 , 96.50336 
 105.3877 , 96.81494 
 121.3409 , 97.14169 
 136.5745 , 97.45555 
 149.9129 , 97.73218 
 160.6426 , 97.95643 
 168.5683 , 98.12382 
 173.8934 , 98.23802 
 177.0381 , 98.30739 
 178.4841 , 98.34157 
 178.6792 , 98.34967 
 177.9963 , 98.33929 
 49.5946 , 89.18027 
 49.27101 , 88.35773 
 49.84669 , 87.45282 
 51.66777 , 86.47848 
 55.13688 , 85.46335 
 60.66866 , 84.45737 
 68.60029 , 83.53514 
 79.0566 , 82.79256 
 91.80315 , 82.33244 
 106.1631 , 82.23909 
 121.0827 , 82.55009 
 135.3632 , 83.24001 
 147.966 , 84.22704 
 158.2381 , 85.39898 
 165.9696 , 86.64403 
 171.3043 , 87.87244 
 174.5912 , 89.02436 
 176.2506 , 90.06761 
 176.6864 , 90.99054 
 176.2437 , 91.79464 
 52.22535 , 83.22314 
 52.22893 , 81.72881 
 53.12552 , 80.08556 
 55.22379 , 78.31588 
 58.86958 , 76.46848 
 64.4025 , 74.62681 
 72.07735 , 72.91386 
 81.95489 , 71.48612 
 93.79177 , 70.51176 
 106.9875 , 70.13249 
 120.6462 , 70.42134 
 133.761 , 71.35634 
 145.4499 , 72.82587 
 155.1345 , 74.66298 
 162.5951 , 76.69009 
 167.9119 , 78.75444 
 171.3531 , 80.74487 
 173.2654 , 82.59302 
 173.9975 , 84.26518 
 173.858 , 85.75218 
 55.30622 , 77.93766 
 55.65596 , 75.93055 
 56.87871 , 73.74314 
 59.23996 , 71.40999 
 63.02425 , 68.99797 
 68.49464 , 66.61485 
 75.82737 , 64.41228 
 85.02828 , 62.57677 
 95.85609 , 61.30359 
 107.7934 , 60.75557 
 120.1018 , 61.01875 
 131.9618 , 62.07486 
 142.6466 , 63.80542 
 151.658 , 66.02546 
 158.7761 , 68.53012 
 164.0252 , 71.13437 
 167.5951 , 73.69523 
 169.7573 , 76.11708 
 170.8003 , 78.3458 
 170.9908 , 80.35845 
 58.6768 , 73.39906 
 59.35973 , 71.03967 
 60.88042 , 68.4985 
 63.45948 , 65.82192 
 67.32144 , 63.09062 
 72.65932 , 60.42616 
 79.5827 , 57.99099 
 88.05704 , 55.97695 
 97.85355 , 54.57887 
 108.5368 , 53.95596 
 119.5112 , 54.19248 
 130.1236 , 55.27365 
 139.788 , 57.08864 
 148.0846 , 59.45933 
 154.8029 , 62.18163 
 159.925 , 65.06323 
 163.5736 , 67.94749 
 165.9503 , 70.72217 
 167.2847 , 73.31686 
 167.7996 , 75.69501 
 62.19035 , 69.62328 
 63.17046 , 67.0573 
 64.93945 , 64.32893 
 67.67462 , 61.49425 
 71.54639 , 58.64197 
 76.68865 , 55.89755 
 83.15942 , 53.4206 
 90.89866 , 51.39204 
 99.69749 , 49.99004 
 109.1957 , 49.35693 
 118.9194 , 49.56761 
 128.3547 , 50.61034 
 137.0351 , 52.38888 
 144.6129 , 54.74497 
 150.8943 , 57.49194 
 155.8336 , 60.44696 
 159.5006 , 63.45395 
 162.0379 , 66.39419 
 163.6213 , 69.18695 
 164.431 , 71.78429 
 65.72404 , 66.58067 
 66.9521 , 63.92911 
 68.90999 , 61.14672 
 71.73589 , 58.29553 
 75.55432 , 55.46668 
 80.45247 , 52.7818 
 86.45144 , 50.38875 
 93.47811 , 48.449 
 101.3472 , 47.11662 
 109.7643 , 46.5124 
 118.3549 , 46.69909 
 126.7172 , 47.66761 
 134.4823 , 49.33799 
 141.3655 , 51.57647 
 147.1937 , 54.22113 
 151.9057 , 57.10789 
 155.5329 , 60.09076 
 158.1707 , 63.05248 
 159.949 , 65.9081 
 161.0096 , 68.60201 
 69.18289 , 64.21057 
 70.60493 , 61.56693 
 72.6918 , 58.82866 
 75.54815 , 56.06 
